Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
A01,Plate_7,Std,,,pmoA,20.8230323791504,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,416.460632324219,,,23.300329208374,18.3509387969971,15504,272,15232,0,0,0,0,,,,,,,,,4560.73828125,,,6.21723406881444,16.046944180094,,,,,,,,,,,,15580.1655345244,3231.20653232607,3447.8549358734,,,,,22.0863075256348,19.5611114501953,,,,,,,,,,,,,No
A02,Plate_7,,,,pmoA,1134.64428710938,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,22692.88671875,,,1158.11486816406,1111.6328125,15984,9891,6093,0,0,0,0,,,,,,,,,5786.07373046875,,,2.42207540211019,4.25613168487344,,,,,,,,,,,,13523.2058016856,4627.84111722404,10132.3488808633,,,,,1146.560546875,1122.84753417969,,,,,,,,,,,,,No
A03,Plate_7,,,,pmoA,180.425979614258,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,3608.51953125,,,187.669342041016,173.226943969727,16901,2403,14498,0,0,0,0,,,,,,,,,8016.107421875,,,1.40972529338076,1.7076725872376,,,,,,,,,,,,10834.5098471068,5145.26621404946,5954.16819915311,,,,,184.115997314453,176.747497558594,,,,,,,,,,,,,No
A04,Plate_7,,,,pmoA,271.878967285156,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,5437.5791015625,,,280.717163085938,263.106689453125,17830,3679,14151,0,0,0,0,,,,,,,,,4728.5234375,,,1.66905683099791,5.77646764559832,,,,,,,,,,,,9895.53548738936,3846.87617784783,5094.9422238267,,,,,276.379974365234,267.395172119141,,,,,,,,,,,,,No
A05,Plate_7,,,,pmoA,367.180786132813,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,7343.61572265625,,,378.227752685547,356.236602783203,16110,4319,11791,0,0,0,0,,,,,,,,,5684.39599609375,,,1.56634534969375,5.1571100141558,,,,,,,,,,,,10032.4962696624,4413.90098993008,5920.21464686142,,,,,372.804016113281,361.584289550781,,,,,,,,,,,,,No
A06,Plate_7,,,,pmoA,226.361358642578,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,4527.22705078125,,,234.933013916016,217.851699829102,15466,2707,12759,0,0,0,0,,,,,,,,,5331.5439453125,,,1.63852902771674,6.5224638251597,,,,,,,,,,,,10263.2559201621,3934.09167031758,5041.87956792066,,,,,230.726867675781,222.012008666992,,,,,,,,,,,,,No
A07,Plate_7,,,,pmoA,99.3320617675781,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1986.64123535156,,,104.758422851563,93.9306182861328,15982,1294,14688,0,0,0,0,,,,,,,,,4794.630859375,,,1.5692131027976,9.25581409202377,,,,,,,,,,,,10021.5459290022,3303.88340190813,3847.78624949039,,,,,102.09748840332,96.573127746582,,,,,,,,,,,,,No
A08,Plate_7,,,,pmoA,2.31264567375183,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,46.2529144287109,,,3.19755887985229,1.60862970352173,16804,33,16771,0,0,0,0,,,,,,,,,3805.20141601563,,,0.505892881639834,15.6749705570957,,,,,,,,,,,,5172.92632131866,2647.31411238207,2652.2739554489,,,,,2.7381067276001,1.93383157253265,,,,,,,,,,,,,No
A09,Plate_7,,,,pmoA,289.358703613281,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,5787.173828125,,,298.636932373047,280.153076171875,17359,3785,13574,0,0,0,0,,,,,,,,,4744.798828125,,,1.60500032942931,5.81876726027956,,,,,,,,,,,,9880.04888682195,3418.12710107702,4827.10077231641,,,,,294.083343505859,284.652954101563,,,,,,,,,,,,,No
A10,Plate_7,,,,pmoA,464.672119140625,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,9293.4423828125,,,477.438720703125,452.042602539063,15973,5212,10761,0,0,0,0,,,,,,,,,4794.630859375,,,1.91302510119455,5.77731013729742,,,,,,,,,,,,11503.5223588219,3373.70899703465,6026.47223760531,,,,,471.168365478516,458.211547851563,,,,,,,,,,,,,No
