Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
A01,Plate 4,,,,16S_bact,1850.30895996094,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,37006.1796875,,,1888.80395507813,1813.03369140625,14161,11223,2938,0,0,0,0,,,,,,,,,5056,,,4.8307054223846,5.83892063857679,,,,,,,,,,,,11034.3009406604,3159.95410912438,9400.60056702483,,,,,1869.79174804688,1831.14343261719,,,,,,,,,,,,,No
A02,Plate 4,,,,16S_bact,4907.87939453125,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,98157.5859375,,,5087.32421875,4752.21728515625,12252,12063,189,0,0,0,0,,,,,,,,,5056,,,9.20577510227657,3.94154579372215,,,,,,,,,,,,12127.2453709011,3089.43217153398,11987.8275864838,,,,,4996.0126953125,4825.89111328125,,,,,,,,,,,,,No
A03,Plate 4,,,,16S_bact,8291.103515625,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,165822.0625,,,9068.6845703125,7653.634765625,12649,12638,11,0,0,0,0,,,,,,,,,5056,,,11.1359262829619,1.64942829070373,,,,,,,,,,,,12121.6125221307,3315.91803533381,12113.9547911358,,,,,8665.4609375,7952.62744140625,,,,,,,,,,,,,No
A04,Plate 4,,,,16S_bact,6859.31201171875,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,137186.234375,,,7266.7607421875,6493.990234375,12258,12222,36,0,0,0,0,,,,,,,,,5056,,,11.0640641882716,2.54217044542159,,,,,,,,,,,,12292.2823564432,3524.10793728299,12266.5314770918,,,,,7060.31689453125,6669.11181640625,,,,,,,,,,,,,No
A05,Plate 4,,,,16S_bact,112.026336669922,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,2240.52685546875,,,118.555740356445,105.53296661377,12529,1138,11391,0,0,0,0,,,,,,,,,5056,,,2.88433623436146,14.4490184673081,,,,,,,,,,,,8197.77633500728,1730.96803283825,2318.34354946914,,,,,115.353141784668,108.708915710449,,,,,,,,,,,,,No
A06,Plate 4,,,,16S_bact,7534.9794921875,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,150699.59375,,,8093.68017578125,7052.52294921875,12094,12074,20,0,0,0,0,,,,,,,,,5056,,,8.92041941839046,1.528976424171,,,,,,,,,,,,9249.43173141442,3594.72636108398,9240.08047398043,,,,,7807.84033203125,7281.669921875,,,,,,,,,,,,,No
A07,Plate 4,,,,16S_bact,6.24742460250854,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,124.94849395752,,,7.77684497833252,4.93404579162598,14161,75,14086,0,0,0,0,,,,,,,,,5056,,,3.81285402310225,30.5787131709257,,,,,,,,,,,,11580.3629557292,2232.6957177776,2282.2031708421,,,,,6.99567270278931,5.55482578277588,,,,,,,,,,,,,No
A08,Plate 4,,,,16S_bact,45.0889320373535,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,901.778625488281,,,48.9561653137207,41.2343673706055,13936,524,13412,0,0,0,0,,,,,,,,,5056,,,3.82896657346021,25.1891745770938,,,,,,,,,,,,11409.8237602875,2196.69722410817,2543.11501292547,,,,,47.0604209899902,43.1207389831543,,,,,,,,,,,,,No
A09,Plate 4,,,,16S_bact,0.850699841976166,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,17.0139961242676,,,1.5415426492691,0.40561255812645,12451,9,12442,0,0,0,0,,,,,,,,,5056,,,2.87928600788033,18.556517778654,,,,,,,,,,,,8916.45171440972,2376.66671740666,2381.39389313335,,,,,1.16807389259338,0.596843361854553,,,,,,,,,,,,,No
A10,Plate 4,,,,16S_bact,2192.78295898438,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,43855.66015625,,,2239.61791992188,2147.7412109375,13742,11611,2131,0,0,0,0,,,,,,,,,5056,,,2.36644146451627,1.38894068400737,,,,,,,,,,,,6199.24654014613,2789.46999914419,5670.48552945808,,,,,2216.4453125,2169.58715820313,,,,,,,,,,,,,No
