Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
A01,Plate_6,,,,mmoX,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,,,0.209075868,0,16860,0,16860,0,0,0,0,,,,,,,,,10348.04785,,,,30.34949561,,,,,,,,,,,,,4538.321922,4538.321922,,,,,0.095531054,0,,,,,,,,,,,,,No
A02,Plate_6,,,,mmoX,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,,,0.248963833,0,14159,0,14159,0,0,0,0,,,,,,,,,10348.04785,,,,37.09391792,,,,,,,,,,,,,4409.647692,4409.647692,,,,,0.113755636,0,,,,,,,,,,,,,No
A03,Plate_6,,,,mmoX,0.086898148,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.737962961,,,0.415083438,0.003649593,13539,1,13538,0,0,0,0,,,,,,,,,10348.04785,,,,33.31311397,,,,,,,,,,,,22673.71875,4426.59931,4427.947055,,,,,0.216301396,0.023548763,,,,,,,,,,,,,No
A04,Plate_6,,,,mmoX,0.073873386,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.477467775,,,0.352861106,0.003102589,15926,1,15925,0,0,0,0,,,,,,,,,10348.04785,,,,33.66783538,,,,,,,,,,,,10814.17969,4336.653933,4337.060659,,,,,0.18387945,0.020019228,,,,,,,,,,,,,No
A06,Plate_6,,,,mmoX,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,,,0.244338542,0,14427,0,14427,0,0,0,0,,,,,,,,,10348.04785,,,,28.37330776,,,,,,,,,,,,,4518.105282,4518.105282,,,,,0.111642376,0,,,,,,,,,,,,,No
A07,Plate_6,,,,mmoX,0.145620808,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,2.91241622,,,0.46648708,0.022060394,16159,2,16157,0,0,0,0,,,,,,,,,10348.04785,,,1.734068085,33.92318512,,,,,,,,,,,,24487.27832,4253.55098,4256.055309,,,,,0.279972017,0.063197218,,,,,,,,,,,,,No
G01,Plate_6,,,,mmoX,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,,,0.226210922,0,15583,0,15583,0,0,0,0,,,,,,,,,10348.04785,,,,30.72914319,,,,,,,,,,,,,4852.353943,4852.353943,,,,,0.103360005,0,,,,,,,,,,,,,No
B02,Plate_6,,,,mmoX,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,,,0.229689837,0,15347,0,15347,0,0,0,0,,,,,,,,,10348.04785,,,,33.63140259,,,,,,,,,,,,,4484.993759,4484.993759,,,,,0.104949497,0,,,,,,,,,,,,,No
B03,Plate_6,,,,mmoX,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,,,0.216618359,0,16273,0,16273,0,0,0,0,,,,,,,,,10348.04785,,,,31.13242821,,,,,,,,,,,,,4400.183692,4400.183692,,,,,0.098977193,0,,,,,,,,,,,,,No
B04,Plate_6,,,,mmoX,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,,,0.21928674,0,16075,0,16075,0,0,0,0,,,,,,,,,10348.04785,,,,35.85899318,,,,,,,,,,,,,4296.418907,4296.418907,,,,,0.100196376,0,,,,,,,,,,,,,No
