Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
A01,Plate 6,,,,mcrA,0.327434033,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,6.548680782,,,0.669372499,0.128234148,21561,6,21555,0,0,0,0,,,,,,,,,7580.872559,,,0.911927988,5.63443637,,,,,,,,,,,,9022.545573,6183.86663,6184.656578,,,,,0.481359541,0.210475087,,,,,,,,,,,,,No
A02,Plate 6,,,,mcrA,0.906721115,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,18.1344223,,,1.497511864,0.496587366,16874,13,16861,0,0,0,0,,,,,,,,,7393.959961,,,0.790947017,6.489245795,,,,,,,,,,,,9532.867188,6168.605472,6171.197353,,,,,1.182433128,0.677673161,,,,,,,,,,,,,No
A03,Plate 6,,,,mcrA,0.659013391,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,13.18026733,,,1.161033869,0.328076601,17857,10,17847,0,0,0,0,,,,,,,,,7246.711426,,,1.577741426,6.026691045,,,,,,,,,,,,8067.459424,6165.283158,6166.348385,,,,,0.890744209,0.471486479,,,,,,,,,,,,,No
A04,Plate 6,,,,mcrA,3.39078331,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,67.8156662,,,4.401430607,2.548565865,18068,52,18016,0,0,0,0,,,,,,,,,7125.70459,,,2.371136744,6.4294182,,,,,,,,,,,,8681.002,5975.635973,5983.422061,,,,,3.881822109,2.943161964,,,,,,,,,,,,,No
A06,Plate 6,,,,mcrA,0.620218873,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,12.40437698,,,1.066471219,0.320217639,20871,11,20860,0,0,0,0,,,,,,,,,7118.993164,,,0.754520321,5.697673868,,,,,,,,,,,,8482.690341,5959.707208,5961.036939,,,,,0.827049971,0.451148599,,,,,,,,,,,,,No
A07,Plate 6,,,,mcrA,0.137864962,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,2.757299185,,,0.44163847,0.020885501,17068,2,17066,0,0,0,0,,,,,,,,,6924.161133,,,7.685478215,7.913841735,,,,,,,,,,,,7459.1875,5548.742745,5548.966607,,,,,0.26505971,0.059831403,,,,,,,,,,,,,No
B01,Plate 6,Std,,,mcrA,802.5162354,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,16050.32422,,,820.9008179,784.4145508,15629,7728,7901,0,0,0,0,,,,,,,,,7580.872559,,,8.222620886,6.773994987,,,,,,,,,,,,14648.36969,6509.314461,10533.7958,,,,,811.8602295,793.2459717,,,,,,,,,,,,,No
B02,Plate 6,,,,mcrA,1.88432467,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,37.68649292,,,2.708214998,1.247592568,16246,26,16220,0,0,0,0,,,,,,,,,7393.959961,,,2.531389455,6.257889631,,,,,,,,,,,,8746.430288,6292.595811,6296.522913,,,,,2.277876854,1.539049983,,,,,,,,,,,,,No
B03,Plate 6,,,,mcrA,0.468140513,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,9.362810135,,,0.911842167,0.198870078,17595,7,17588,0,0,0,0,,,,,,,,,7246.711426,,,0.795081776,6.532150733,,,,,,,,,,,,8766.277204,6125.498625,6126.549233,,,,,0.669632077,0.311827749,,,,,,,,,,,,,No
B04,Plate 6,,,,mcrA,0.478476256,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,9.569524765,,,0.931977928,0.203260273,17215,7,17208,0,0,0,0,,,,,,,,,7125.70459,,,0.571385983,7.237808047,,,,,,,,,,,,8809.167132,5884.498396,5885.687631,,,,,0.684417665,0.318711907,,,,,,,,,,,,,No
