Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
A01,Plate 4,,,,mmoX,1.03629219532013,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,20.7258434295654,,,1.71156883239746,0.567535936832428,14765,13,14752,0,0,0,0,,,,,,,,,7505.04833984375,,,0.690160089548945,16.8070467060153,,,,,,,,,,,,10611.5932241587,5320.69014867423,5325.34858009863,,,,,1.35142624378204,0.774502456188202,,,,,,,,,,,,,No
A02,Plate 4,,,,mmoX,0.842442274093628,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,16.8488464355469,,,1.4842826128006,0.419376611709595,13970,10,13960,0,0,0,0,,,,,,,,,8008.4033203125,,,0.832947079545172,21.2624572220109,,,,,,,,,,,,10151.830859375,5185.72974397064,5189.28457655145,,,,,1.13870418071747,0.602706074714661,,,,,,,,,,,,,No
A03,Plate 4,,,,mmoX,0.897178828716278,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,17.9435768127441,,,1.58074998855591,0.446619838476181,13118,10,13108,0,0,0,0,,,,,,,,,8008.4033203125,,,0.642083398405618,3.60090153379117,,,,,,,,,,,,9729.52622070312,7229.73137751635,7231.63699944286,,,,,1.21269989013672,0.641861855983734,,,,,,,,,,,,,No
A04,Plate 4,,,,mmoX,1.83758306503296,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,36.7516632080078,,,2.72072720527649,1.17029213905334,14096,22,14074,0,0,0,0,,,,,,,,,6880.88623046875,,,2.4328553840522,10.5698870976234,,,,,,,,,,,,8411.50696910511,5435.54114173715,5440.18581030994,,,,,2.25728869438171,1.47351360321045,,,,,,,,,,,,,No
A05,Plate 4,,,,mmoX,0.246321082115173,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,4.92642164230347,,,0.652945876121521,0.0584555380046368,14330,3,14327,0,0,0,0,,,,,,,,,5592.29541015625,,,1.49520128796876,10.3817161348379,,,,,,,,,,,,5981.12093098958,3443.27917562264,3443.81047536207,,,,,0.421733170747757,0.127998426556587,,,,,,,,,,,,,No
A06,Plate 4,,,,mmoX,0.0841026976704597,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.68205392360687,,,0.401728689670563,0.00353219220414758,13989,1,13988,0,0,0,0,,,,,,,,,5592.29541015625,,,,17.0205707511663,,,,,,,,,,,,6848.25439453125,3820.42317516053,3820.63961888198,,,,,0.209342762827873,0.0227912366390228,,,,,,,,,,,,,No
A07,Plate 4,,,,mmoX,0.600043296813965,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,12.0008659362793,,,1.16882395744324,0.254895269870758,13728,7,13721,0,0,0,0,,,,,,,,,6095.65234375,,,3.61625951000747,16.7709167660948,,,,,,,,,,,,8452.54087611607,4383.87194892723,4385.94659071702,,,,,0.858327567577362,0.399680525064468,,,,,,,,,,,,,No
A08,Plate 4,,,,mmoX,0.678325355052948,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,13.5665073394775,,,1.27039921283722,0.307063370943069,13879,8,13871,0,0,0,0,,,,,,,,,5592.29638671875,,,1.95435731870989,10.3085370056859,,,,,,,,,,,,8395.77209472656,4345.53343853233,4347.86803823329,,,,,0.948831915855408,0.464949905872345,,,,,,,,,,,,,No
A09,Plate 4,,,,mmoX,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,,,0.237170234322548,0,14863,0,14863,0,0,0,0,,,,,,,,,5323.83935546875,,,,10.8041610068503,,,,,,,,,,,,,2991.83050416788,2991.83050416788,,,,,0.108367249369621,0,,,,,,,,,,,,,No
A10,Plate 4,,,,mmoX,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,,,0.242556199431419,0,14533,0,14533,0,0,0,0,,,,,,,,,6011.75927734375,,,,21.0088714223125,,,,,,,,,,,,,1841.45503130604,1841.45503130604,,,,,0.110828056931496,0,,,,,,,,,,,,,No
