Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
A01,Plate_6,,,,mmoX,1.186838031,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,23.73676109,,,1.848077059,0.706163943,16860,17,16843,0,0,0,0,,,,,,,,,5748.293457,,,2.178967801,8.10386901,,,,,,,,,,,,8131.853171,4534.694894,4538.321922,,,,,1.498476744,0.921790063,,,,,,,,,,,,,No
A02,Plate_6,,,,mmoX,1.16383481,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,23.27669525,,,1.889819264,0.6531021,14159,14,14145,0,0,0,0,,,,,,,,,5748.293457,,,1.426854272,10.78154342,,,,,,,,,,,,7397.979318,4406.689994,4409.647692,,,,,1.503642201,0.879586577,,,,,,,,,,,,,No
A03,Plate_6,,,,mmoX,1.391141176,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,27.82282257,,,2.194056511,0.813270092,13539,16,13523,0,0,0,0,,,,,,,,,5747.781738,,,0.871578509,11.00326937,,,,,,,,,,,,9024.158844,4422.508958,4427.947055,,,,,1.768685102,1.071641803,,,,,,,,,,,,,No
A04,Plate_6,,,,mmoX,1.256478786,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,25.12957573,,,1.956550002,0.747591019,15926,17,15909,0,0,0,0,,,,,,,,,5747.781738,,,2.982290902,12.20586131,,,,,,,,,,,,8669.419692,4332.431198,4337.060659,,,,,1.586416125,0.97587204,,,,,,,,,,,,,No
A06,Plate_6,,,,mmoX,2.040429592,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,40.80859375,,,2.952584505,1.339102149,14427,25,14402,0,0,0,0,,,,,,,,,6053.925293,,,2.292457987,13.54306835,,,,,,,,,,,,8485.062305,4511.21916,4518.105282,,,,,2.475661993,1.659580112,,,,,,,,,,,,,No
A07,Plate_6,,,,mmoX,1.457019925,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,29.14039803,,,2.196346045,0.905981362,16159,20,16139,0,0,0,0,,,,,,,,,6053.925293,,,0.604609094,13.64297971,,,,,,,,,,,,9483.755933,4249.576964,4256.055309,,,,,1.807337999,1.155268669,,,,,,,,,,,,,No
G01,Plate_6,,,,mmoX,1.133001208,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,22.66002464,,,1.811813712,0.649680495,15583,15,15568,0,0,0,0,,,,,,,,,5748.293457,,,2.905177824,7.153939471,,,,,,,,,,,,8812.547754,4848.538237,4852.353943,,,,,1.451495528,0.864985704,,,,,,,,,,,,,No
B02,Plate_6,,,,mmoX,0.843540549,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,16.87081146,,,1.450573683,0.435498118,15347,11,15336,0,0,0,0,,,,,,,,,5748.293457,,,4.019629325,10.03615774,,,,,,,,,,,,8908.662376,4481.820809,4484.993759,,,,,1.124880672,0.613577425,,,,,,,,,,,,,No
B03,Plate_6,,,,mmoX,1.374423981,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,27.48847961,,,2.092584133,0.843199611,16273,19,16254,0,0,0,0,,,,,,,,,5747.781738,,,2.270759478,11.12569221,,,,,,,,,,,,8534.699116,4395.350679,4400.183692,,,,,1.714154124,1.082911849,,,,,,,,,,,,,No
B04,Plate_6,,,,mmoX,1.318092465,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,26.36184883,,,2.028570652,0.796903253,16075,18,16057,0,0,0,0,,,,,,,,,5747.781738,,,2.729519617,13.43683124,,,,,,,,,,,,8068.372504,4292.190523,4296.418907,,,,,1.653636217,1.031428099,,,,,,,,,,,,,No
