"x","y","mean_flux_nmol","mean_flux_mg","pct_uptake","mean_moisture","n_months"
-72.1304336601845,41.9892355180449,-0.87475961801485,-1.20926769594373,90,27.9693947020685,10
-72.1304336601845,41.9892589867244,-1.11002512899109,-1.53449873831729,100,24.355754965317,10
-72.1304336601845,41.9892824554039,-1.33477353610547,-1.8451909363122,100,19.8188192220782,10
-72.1304336601845,41.9893059240834,-1.31727770338026,-1.82100469715288,100,20.5680657765856,10
-72.1304336601845,41.9893293927629,-1.26366591182018,-1.74689175650021,100,21.3101449803913,10
-72.1304336601845,41.9893528614424,-1.26629395518336,-1.75052476364548,100,21.2334527646346,10
-72.1304336601845,41.9893763301219,-1.26793444254044,-1.7527925733679,100,21.156760548503,10
-72.1304336601845,41.9893997988014,-1.28129445545804,-1.7712614552252,100,21.0800683327463,10
-72.1304336601845,41.9894232674809,-1.2815131230164,-1.77156374125788,100,21.0609525505112,10
-72.1304336601845,41.9894467361603,-1.28140424913629,-1.77141323400601,100,21.0683234343243,10
-72.1304336601845,41.9894702048398,-1.28140424913629,-1.77141323400601,100,21.0756943181375,10
-72.1304336601845,41.9894936735193,-1.26796861353118,-1.7528398113455,100,21.0830652023256,10
-72.1304336601845,41.9895171421988,-1.26786135973556,-1.75269154369844,100,21.0904360861388,10
-72.1304336601845,41.9895406108783,-1.26779351581046,-1.75259775625638,100,21.0978069699519,10
-72.1304336601845,41.9895640795578,-1.26779351581046,-1.75259775625638,100,21.105177853765,10
-72.1304336601845,41.9895875482373,-1.2439321671483,-1.71961182786581,100,21.7401405650195,10
-72.1304336601845,41.9896110169168,-1.18003660801093,-1.63128260691431,100,22.8587639216369,10
-72.1304336601845,41.9896344855963,-1.19198882592764,-1.64780535296236,100,23.3794681096951,10
-72.1304336601845,41.9896579542758,-1.17561699334892,-1.62517293160555,100,22.9072117054479,10
-72.1304336601845,41.9896814229553,-1.21209381152918,-1.67559848505794,100,22.4349553012008,10
-72.1304336601845,41.9897048916348,-1.23542027350709,-1.70784498609619,100,21.9626988969536,10
-72.1304336601845,41.9897283603143,-1.28158221562166,-1.77165925487539,100,21.0181860899595,10
-72.1304336601845,41.9897518289938,-1.31833355171068,-1.82246430188485,100,20.5459296857123,10
-72.1304336601845,41.9897752976733,-1.32929981996405,-1.83762407111831,100,20.0736732814652,10
-72.1304336601845,41.9897987663528,-1.3438787830498,-1.85777802968805,100,19.601416877218,10
-72.1304336601845,41.9898222350323,-1.37753270050466,-1.90430120517764,100,19.1291604729709,10
-72.1304336601845,41.9898457037118,-1.40022779096211,-1.93567489822603,100,18.6569040687237,10
-72.1304336601845,41.9898691723913,-1.42231517584169,-1.96620849908355,100,18.1846476659767,10
-72.1304336601845,41.9898926410708,-1.4363904819579,-1.9856662022586,100,17.2895579016107,10
-72.1304336601845,41.9899161097503,-1.43072364215183,-1.97783236291069,100,17.1926107364061,10
-72.1304336601845,41.9899395784298,-1.46735366966631,-2.02846971294671,100,16.9280124647825,10
-72.1304336601845,41.9899630471093,-1.42237461575448,-1.96629066881899,100,17.5748966631819,10
-72.1304336601845,41.9899865157888,-1.42348374984251,-1.96782393578229,100,18.3035412216183,10
-72.1304336601845,41.9900099844683,-1.37316760137941,-1.8982668921469,100,19.0321857800547,10
-72.1304336601845,41.9900334531478,-1.31875717811243,-1.82304992302262,100,20.4894748969276,10
-72.1304336601845,41.9900569218273,-1.26860647468704,-1.75372159060736,100,21.218119455364,10
-72.1304336601845,41.9900803905068,-1.23548794738369,-1.70793853846322,100,21.9467640138005,10
-72.1304336601845,41.9901038591863,-1.18329483771023,-1.63578678365062,100,22.6754085726119,10
-72.1304336601845,41.9901273278658,-1.191707869912,-1.64741695936635,100,23.4040531310484,10
-72.1304336601845,41.9901507965453,-1.15505961400492,-1.5967544104004,100,24.1326976894848,10
-72.1304336601845,41.9901742652248,-0.962340521484438,-1.33033953690009,90,25.587718267897,10
-72.1304336601845,41.9901977339043,-0.905502805778851,-1.25176707870868,80,26.2367583523321,10
-72.1304336601845,41.9902212025838,-0.859562483914035,-1.18825917776276,90,26.8857984371422,10
-72.1304336601845,41.9902446712633,-0.840253063670786,-1.16156583521849,90,27.5348385219524,10
-72.1304336601845,41.9902681399427,-0.798371473061917,-1.10366872436079,80,28.1838786063874,10
-72.1304336601845,41.9902916086223,-0.824147883308624,-1.13930203388584,80,28.8329186911976,10
-72.1304336601845,41.9903150773017,-0.793589660532443,-1.09705834672005,80,29.4819587756326,10
-72.1304336601845,41.9903385459812,-0.797862072278544,-1.10296452871786,90,30.7800389452529,10
-72.1304336601845,41.9903620146607,-0.781604436647117,-1.08048997322097,90,31.4290790296879,10
-72.1304336601845,41.9903854833402,-0.730584182310351,-1.00995957362583,90,32.0781191144981,10
-72.1304336601845,41.9904089520197,-0.795780173305139,-1.10008651157702,70,28.5032940777832,10
-72.1304336601845,41.9904324206992,-0.955357448224689,-1.32068613642581,90,25.7831080374882,10
-72.1304336601845,41.9904558893787,-0.798391271934501,-1.10369609432225,80,28.1798856184363,10
-72.1304336601845,41.9904793580582,-0.711296865892824,-0.98329678741024,90,32.9734407788322,10
-72.1304336601845,41.9905028267377,-0.626721537647212,-0.866379853643505,90,35.3702183590302,10
-72.1304336601845,41.9905262954172,-0.437499588310965,-0.604799430881079,80,37.7430280127343,10
-72.1304336601845,41.9905497640967,-0.468805506511189,-0.648076732201068,80,39.6546711616912,10
-72.1304336601845,41.9905732327762,-0.403246035466163,-0.557447319428423,70,41.5663143106482,10
-72.1304336601845,41.9905967014557,-0.389266697971347,-0.53812228327559,70,43.477957459605,10
-72.1304336601845,41.9906201701352,-0.365099063416775,-0.504712945267349,70,44.7603476331754,10
-72.1304336601845,41.9906436388147,-0.354129837587708,-0.489549087481248,70,45.4675948325858,10
-72.1304336601845,41.9906671074942,-0.344075716679303,-0.475650270737469,60,45.8212184322911,10
-72.1304336601845,41.9906905761737,-0.361825724076502,-0.500187880963356,60,46.1732128273462,10
-72.1304336601845,41.9907140448532,-0.360357434546274,-0.498158117516769,70,46.4762627915936,10
-72.1304336601845,41.9907375135327,-0.376009532355004,-0.519795577527557,60,43.9953188920759,10
-72.1304336601845,41.9907609822122,-0.3745730784115,-0.517809823596057,60,44.2160157857577,10
-72.1304336601845,41.9907844508917,-0.366469451407102,-0.506607369625178,70,44.6574095741143,10
-72.1304336601845,41.9908079195712,-0.377779144835122,-0.522241889820073,60,44.0503684689577,10
-72.1304336601845,41.9908313882507,-0.298574802091692,-0.412749806411555,70,49.6402077141185,10
-72.1304336601845,41.9908548569302,-0.431734714723284,-0.596830069633467,80,40.8911648131052,10
-72.1304336601845,41.9908783256097,-0.434018877689378,-0.599987696517796,80,37.8894409857352,10
-72.1304336601845,41.9909017942892,-0.669072219342884,-0.924925436019603,90,34.1870678303392,10
-72.1303851130037,41.9892355180449,-1.18572315633881,-1.63914369132277,100,23.4534914388051,10
-72.1303851130037,41.9892589867244,-1.33706594550536,-1.84835996306661,100,19.8398517020537,10
-72.1303851130037,41.9892824554039,-1.34293184984975,-1.85646898923229,100,19.616819465938,10
-72.1303851130037,41.9893059240834,-1.34612953936634,-1.86088947522002,100,19.4661192739586,10
