Section Id,Quadrat,Sub_Quadrat,Tag,Stem_Tag,Species_Code,PX,PY,DBH,Status,POM,Codes,Notes,Secondary,Latitude,Longitude
,901,b,6321,,PIST,26,193.3,90.5,LI,,,,FALSE,41.99088237,-72.13020404
,609,d,7454,,PIST,185.1,134.9,84.5,LI,,M,,FALSE,41.99011666,-72.12843094
,603,a,1884,,QURU,67.6,129,84.1,LI,1.3,M,,FALSE,41.99024793,-72.12984344
1,1,a,3051,,BELE,21.5,2.5,81.5,LI,1.3,M,,FALSE,41.98919957,-72.13065856
,904,c,7233,,PIST,92.2,194.3,80.4,LI,,M,,FALSE,41.99078784,-72.1294131
,400,a,1010,,PIST,4.3,80.5,79.9,LI,1.3,M,,FALSE,41.98991724,-72.13069962
,501,d,1246,,PIST,39.9,105.9,79.7,LI,1.3,M,,FALSE,41.9900866,-72.13022205
,102,b,3414,,PIST,27.7,58.4,79,LI,1.3,M,,FALSE,41.98968497,-72.13046723
,301,b,3522,,PIST,29.1,79.8,79,LI,1.3,M,,FALSE,41.98987231,-72.13040558
,301,b,3522,,PIST,29.1,79.8,79,LI,1.3,M,,FALSE,41.98987231,-72.13040558
,105,c,1591,,PIST,120,38.7,78.7,LI,1.3,M,,FALSE,41.98936634,-72.1294088
,408,a,7124,,ACRU,163.6,86,77.9,LI,1.4,"M,P,I,A",,FALSE,41.98971716,-72.12878988
,903,b,7106,,PIST,67.9,191,77.8,LI,,M,,FALSE,41.99079657,-72.12970959
,400,b,1036,,TSCA,19.8,83.7,76.8,LI,1.3,M,,FALSE,41.98992137,-72.13050821
,206,c,1297,,PIST,133.4,52,76.2,LI,,,,FALSE,41.98946321,-72.12922118
,803,d,6386,,PIST,79.9,170.1,75.5,LI,1.3,M,,FALSE,41.99059272,-72.12961052
,407,d,4158,,PIST,157.3,88.6,74.4,,,,,FALSE,41.98975003,-72.12885949
,305,a,4199,,PIST,101.5,63.6,73.2,LI,,,,FALSE,41.98961576,-72.12957692
,800,b,4300,,PIST,71.3,178.6,73,LI,,,,FALSE,41.99068143,-72.12969513
,902,c,6385,,PIST,54.4,196.3,72.8,LI,1.3,M,,FALSE,41.99086459,-72.12985932
,903,a,7220,,PIST,61.2,180.8,71.1,LI,1.3,M,,FALSE,41.99071669,-72.12981086
,406,a,4133,,QURU,120.4,86.3,70.3,LI,1.3,M,,FALSE,41.98978729,-72.12930401
,405,a,4115,,PIST,104.7,89.4,70.1,LI,1.3,M,,FALSE,41.98983926,-72.12948458
,406,d,4224,,PIST,130.6,82.9,69.9,,,,,FALSE,41.98974125,-72.12918962
,501,a,1178,,PIST,22.5,103.1,69.5,LI,1.3,M,,FALSE,41.99008898,-72.13043527
,604,c,4107,,PIST,98.4,137.5,68.2,LI,1.3,M,,FALSE,41.9902751,-72.12945858
,408,a,7141,,PIST,165.6,88.6,68,LI,,M,,FALSE,41.98973706,-72.12876059
,401,b,1019,,PIST,33.4,88,67.7,LI,1.3,M,,FALSE,41.98993822,-72.13033712
,202,c,3480,,PIST,59.3,55.2,67.5,LI,,,,FALSE,41.98960727,-72.13009742
,301,c,3547,,PIST,39.6,73,66.7,LI,1.3,M,also tagged with 3464 likely in plot 0302,FALSE,41.98979569,-72.13029476
,302,b,3547,,PIST,40.2,73.8,66,LI,1.3,M,,FALSE,41.98980184,-72.13028592
,603,b,1707,,QURU,67.3,131.4,65.2,LI,1.3,M,,FALSE,41.99026965,-72.12984198
6,1,a,3056,,BEAL,27.9,2.4,65.2,LI,1.3,M,,FALSE,41.98918869,-72.13058251
,105,a,1961,,QURU,102.8,22.1,65,LI,1.3,M,,FALSE,41.98924619,-72.12964863
,300,c,3464,,PIST,39.9,73.7,65,LI,,M,,FALSE,41.98980142,-72.13028971
,309,a,4757,,QURU,183.2,65.2,65,LI,1.3,M,,FALSE,41.98950233,-72.12860004
,401,d,1075,,PIST,32.9,84.5,64.9,LI,1.3,M,,FALSE,41.989908,-72.13035043
,404,d,1240,,PIST,95.8,83.5,64.8,LI,,,,FALSE,41.98980091,-72.12960303
,802,c,5259,,PIST,55.4,177.4,64.6,LI,1.3,M,,FALSE,41.99069564,-72.12988712
,503,a,1412,,PIST,64.6,108.2,64.4,LI,1.3,M,,FALSE,41.9900684,-72.1299229
,308,c,4280,,QUVE,175.4,71.8,64.3,LI,,,,FALSE,41.98957297,-72.12867912
4,102,b,3312,,PIST,39.5,46.2,64.2,LI,1.3,M,Asaardasaaaaszaqqaraa,FALSE,41.98955849,-72.13035226
,700,c,4788,,PIST,19,159.7,64,,,,,FALSE,41.99059572,-72.13035805
,308,d,1826,,QURU,175.8,64,63.7,LI,,,,FALSE,41.98950326,-72.12869074
,204,b,1551,,PIST,87.7,57.5,63,LI,,,,FALSE,41.98958329,-72.12975418
,904,c,7234,,TSCA,95.1,198.8,62.4,LI,,"P,M,I",forks above DBH,FALSE,41.99082317,-72.12936909
,403,c,1097,,TSCA,74.1,96.7,62.1,LI,1.3,M,,FALSE,41.98995171,-72.12983386
,504,b,1523,,PIST,86.2,110.8,62.1,LI,1.3,M,,FALSE,41.99005769,-72.12966005
,202,a,3455,,PIST,44.7,44.9,62.1,LI,1.3,M,,FALSE,41.98953885,-72.13029303
,802,c,6309,,PIST,55.4,172.9,62,LI,1.3,M,,FALSE,41.99065578,-72.12989657
,104,b,1552,,PIST,80.6,34.9,61.5,LI,1.3,M,,FALSE,41.98939422,-72.12988626
,305,d,4144,,QURU,116.6,67.8,61.5,,,,,FALSE,41.98962938,-72.12938817
,305,a,4192,,QURU,105.6,67.3,61.5,LI,,,,FALSE,41.98964213,-72.12952029
,202,a,3477,,TSCA,44.7,48.3,60.9,LI,1.3,M,,FALSE,41.98956897,-72.13028588
8,101,d,3302,,PIST,30.4,24.9,60.8,LI,1.3,M,,FALSE,41.98938405,-72.13050545
,204,c,1534,,PIST,97.9,59.4,60.6,LI,,,,FALSE,41.98958419,-72.12962864
8,103,d,3339,,PIST,70.7,24.4,60.2,LI,1.3,M,,FALSE,41.98931669,-72.13002629
,5,d,1163,,QURU,119.2,8.3,59.8,LI,1.3,M,,FALSE,41.98909835,-72.12948221
,904,c,7232,,QURU,90.2,190.7,59.5,LI,,"P,M","tree hollow until 6 ft, no alternate point of measurement",FALSE,41.99075908,-72.1294445
,804,c,6381,,TSCA,90.2,170.5,59.4,LI,1.3,M,,TRUE,41.99058018,-72.12948694
,504,d,1289,,PIST,96,105.6,59.3,LI,1.3,M,,FALSE,41.98999633,-72.1295542
,703,b,4246,,PIST,79.8,148,59.3,LI,,M,,FALSE,41.99039715,-72.12965815
,502,d,1263,,PIST,53.7,103.4,58.8,LI,,,,FALSE,41.99004291,-72.13006287
,406,b,4219,,PIST,129.5,91.7,58.7,,,,,FALSE,41.9898209,-72.12918423
,502,b,1247,,TSCA,40.2,117.5,58.6,LI,1.3,M,,FALSE,41.99018887,-72.1301941
,4,a,1142,,TSCA,86.3,5.6,58.4,LI,1.3,M,,TRUE,41.98912582,-72.12987991
,704,d,5089,,PIST,98.2,149.6,58.4,LI,,,,FALSE,41.99038258,-72.12943553
,406,c,4221,,PIST,137.5,96.7,58.2,,,,,FALSE,41.98985269,-72.1290784
6,103,c,3354,,PIST,75,33.9,58,LI,1.3,M,,FALSE,41.98939411,-72.12995509
,4,d,1160,,QURU,94.4,6.1,57.6,LI,1.3,M,,FALSE,41.9891176,-72.12978234
,401,a,1038,,PIST,26.3,85.1,57.5,LI,1.3,M,,FALSE,41.98992362,-72.13042781
6,1,d,3063,,TSCA,38.6,1.9,57.5,LI,1.3,M,,FALSE,41.98916755,-72.13045606
,4,a,1136,,QURU,88.5,8.2,57.2,LI,1.3,M,,FALSE,41.98914541,-72.12984823
,800,a,4297,,TSCA,2.2,169.6,57,LI,,,,FALSE,41.99070964,-72.13053744
,603,d,1843,,QURU,79.5,126.9,56.8,LI,,,,FALSE,41.99021074,-72.12970606
,206,c,1296,,TSCA,132.4,58.2,56,LI,1.3,M,,FALSE,41.98951968,-72.12922007
,5,b,1156,,QURU,103,13.4,55.7,LI,1.3,M,,FALSE,41.98916882,-72.12966453
,206,b,1903,,PIST,124,60,55.7,LI,,,,FALSE,41.98954874,-72.12931638
,100,c,3278,,PIST,30.2,39.5,55.6,LI,1.3,M,,FALSE,41.98951367,-72.13047715
,404,a,1398,,QURU,81.5,83.5,55.5,LI,1.3,M,,FALSE,41.98982324,-72.12977342
,803,d,6380,,PIST,75.3,169.9,55.5,LI,1.3,M,,FALSE,41.99059813,-72.12966575
,704,a,5098,,TSCA,87.1,142.7,55.1,LI,,M,,FALSE,41.99033881,-72.1295823
,309,b,4783,,QURU,181.2,76.2,55,LI,1.3,M,,FALSE,41.98960288,-72.12860076
,409,c,8833,,QURU,191.9,94.2,55,LI,1.3,M,,FALSE,41.98974558,-72.12843544
,500,a,1428,,QURU,2.3,101.6,54.9,LI,1.3,M,,FALSE,41.99010724,-72.13067912
,703,d,4254,,QURU,76.1,144.4,54.9,LI,1.3,"L,M",,FALSE,41.99037104,-72.1297098
8,100,c,3293,,PIST,34.6,30.8,54.8,LI,1.3,M,,FALSE,41.98942975,-72.130443
,202,b,3472,,TSCA,47.1,54.5,54.8,LI,1.3,M,,FALSE,41.98962013,-72.13024426
,804,d,6389,,TSCA,94.8,160.8,54.5,LI,1.3,M,,FALSE,41.99048709,-72.12945251
,300,a,3515,,,9.1,69.1,54.4,LI,1.3,M,,FALSE,41.98980878,-72.13066638
,803,c,6374,,TSCA,75.1,177.1,54.3,LI,1.3,M,,FALSE,41.99066221,-72.129653
,306,b,4720,,QURU,125.1,78,54.2,,,,,FALSE,41.98970644,-72.12926545
,207,b,1909,,QURU,140.4,57.7,54.1,LI,1.6,,,FALSE,41.98950275,-72.1291258
8,102,a,3267,,TSCA,47.6,20.8,54.1,LI,1.3,M,Connected to 3317,FALSE,41.98932088,-72.13030911
,601,c,1835,,TSCA,34.7,136.8,54,LI,1.3,M,,FALSE,41.99036839,-72.13021909
,704,a,5098,,TSCA,87.2,144.1,54,LI,1.3,M,,FALSE,41.99035105,-72.12957816
,609,a,7118,,QURU,187.5,129.2,53.9,LI,1.3,M,,TRUE,41.99006243,-72.12841432
,404,c,1233,,PIST,91.1,93.5,53.7,LI,,,,FALSE,41.98989682,-72.12963802
,900,a,4286,,PIST,4.7,183.8,53.6,LI,,,,FALSE,41.9908315,-72.13047781
,404,a,1391,,ACRU,87.9,84.3,53.5,LI,1.3,M,,FALSE,41.98982033,-72.12969548
,105,d,1588,,QURU,102,38.3,53.5,LI,1.3,M,,FALSE,41.98939091,-72.12962412
6,4,a,3134,,QURU,81,6.7,53.5,LI,1.3,M,,FALSE,41.98914384,-72.12994075
,406,a,4104,,PIST,120.3,83.2,53.3,LI,1.3,M,,FALSE,41.98975999,-72.12931172
,904,d,7240,,QURU,90.1,183.3,53.3,LI,,M,,FALSE,41.9906937,-72.12946124
,400,c,1057,,PIST,16.6,82.6,53.2,LI,1.3,M,,FALSE,41.98991663,-72.13054865
,302,a,3550,,TSCA,44.5,65.3,53.1,LI,1.3,M,,FALSE,41.98971984,-72.13025255
,502,a,1404,,QURU,41,105.5,53,LI,1.3,M,,FALSE,41.99008134,-72.13020978
,500,c,1212,,PIST,19.9,105.4,52.9,LI,1.3,M,,FALSE,41.99011341,-72.13046142
,900,b,4777,,PIST,2.6,191.8,52.8,LI,,,,FALSE,41.99090563,-72.13048602
,203,b,3535,,QURU,69.1,55.5,52.6,LI,,M,,FALSE,41.98959463,-72.12998001
,702,b,4255,,PIST,40.3,154.2,52.6,LI,1.3,M,,FALSE,41.99051375,-72.1301158
,204,d,1561,,TSCA,90.5,43.8,52.5,LI,,,,FALSE,41.98945758,-72.1297496
,106,c,1942,,QURU,137.8,35.8,52.5,LI,1.3,M,,FALSE,41.98931286,-72.1292028
,201,a,3424,,TSCA,21.9,43.2,52.5,LI,1.3,M,,FALSE,41.9895594,-72.13056828
,205,a,1516,,TSCA,108.5,43.3,52.3,LI,1.3,M,,FALSE,41.98942504,-72.12953617
,302,c,3573,,TSCA,53.6,71,52.2,LI,,,,FALSE,41.98975611,-72.13013214
,303,d,3564,,QURU,76.5,65,52.1,LI,1.3,M,,FALSE,41.98966721,-72.12987187
,604,c,4171,,TSCA,91.8,132.6,52.1,,1.5,"M,A",,TRUE,41.99024202,-72.12954752
,306,d,4729,,QUVE,134.3,67.8,52,,,M,,FALSE,41.98960173,-72.12917726
,405,a,4163,,PIST,104.5,85.5,51.3,LI,1.3,M,,FALSE,41.98980504,-72.12949516
,302,d,3580,,TSCA,59,64.8,50.9,LI,,,,FALSE,41.98969277,-72.13008082
7,102,a,3317,,TSCA,47.6,20.8,50.8,LI,1.3,M,,FALSE,41.98932088,-72.13030911
,309,d,5096,,QUVE,198.7,67,50.8,LI,1.3,M,,FALSE,41.98949406,-72.12841157
1,1,d,3064,,TSCA,34.4,4.6,50.2,LI,1.3,M,,FALSE,41.98919802,-72.13050044
,600,b,1653,,TSCA,3.1,139.6,50,LI,,M,,FALSE,41.99044254,-72.13058975
,302,c,3568,,TSCA,51.9,75,49.8,LI,,,,FALSE,41.98979419,-72.13014399
,408,b,8828,,TSCA,162.7,93.2,49.8,LI,,M,,FALSE,41.98978233,-72.12878548
,403,c,1091,,TSCA,72.7,88.3,49.5,LI,1.3,M,,FALSE,41.9898795,-72.12986819
,104,b,1537,,PIST,83.5,30.1,49.5,LI,1.3,M,,FALSE,41.98934718,-72.1298618
,304,a,1568,,QURU,81.9,62.6,49.4,LI,1.3,M,,FALSE,41.98963752,-72.12981257
,703,d,4259,,TSCA,79.1,142.6,49.4,LI,1.3,M,,FALSE,41.99035042,-72.12967784
,501,a,1177,,TSCA,23.9,119.2,49.3,LI,1.3,M,,FALSE,41.99022938,-72.13038476
,204,b,1557,,PIST,82.9,51.3,49.3,LI,,,,FALSE,41.98953588,-72.1298244
,402,d,1084,,TSCA,50.9,86.1,49.2,LI,,,,FALSE,41.98989406,-72.13013258
,503,a,1414,,TSCA,65.4,105.5,49,LI,1.3,M,,FALSE,41.99004323,-72.12991904
5,100,c,3227,,PIST,15,31.2,49,LI,,M,,FALSE,41.9894639,-72.13067571
,701,b,4195,,ACRU,21.2,158,49,LI,1.3,M,,TRUE,41.99057723,-72.13033541
,401,d,1071,,PIST,37.9,83.8,48.9,LI,1.3,M,,FALSE,41.98989399,-72.13029232
,400,a,1009,,QURU,8,85.1,48.8,LI,1.3,M,,FALSE,41.9899522,-72.13064587
,701,b,3831,,TSCA,27.9,158.1,48.8,LI,1.3,M,,TRUE,41.99056765,-72.13025536
,305,c,4164,,TSCA,119.5,73.1,48.8,,,,,FALSE,41.98967179,-72.12934248
,404,c,1231,,PIST,93.8,90.7,48.7,LI,,,,FALSE,41.9898678,-72.12961173
,300,c,3444,,LITU,18.8,71.9,48.7,LI,,,,FALSE,41.98981843,-72.13054492
,700,c,4775,,ACRU,16.5,156.6,48.7,,,,,FALSE,41.99057217,-72.13039435
,409,d,8835,,TSCA,190.2,80.2,48.7,LI,1.3,M,,FALSE,41.98962425,-72.12848511
,4,b,1137,,QURU,86,15.9,48.6,LI,1.3,M,,FALSE,41.98921751,-72.12986184
,500,c,1211,,ACRU,17.1,102.7,48.6,LI,1.3,M,,FALSE,41.99009387,-72.13050046
,502,c,1258,,TSCA,56.5,118.9,48.6,LI,,,,FALSE,41.99017581,-72.12999693
,304,b,1519,,QURU,80.1,74.3,48.6,LI,1.3,M,,FALSE,41.98974395,-72.12980943
2,2,a,3082,,TSCA,40.9,6.5,48.6,LI,1.3,M,,FALSE,41.98920469,-72.13041899
,600,c,1652,,TSCA,15.2,132,48.5,LI,1.3,M,,FALSE,41.99035633,-72.13046153
,601,d,1838,,TSCA,35.3,125,48.5,LI,1.3,"L,M",,FALSE,41.99026295,-72.13023673
,200,c,3381,,ACRU,12.8,55,48.5,LI,1.3,M,,FALSE,41.98967812,-72.13065192
,306,c,4725,,QURU,135.3,74.8,48.5,,,,,FALSE,41.98966217,-72.12915063
,601,d,1832,,TSCA,38.7,129.8,48.3,LI,1.3,M,,FALSE,41.99030015,-72.13018613
6,3,b,3122,,TSCA,69,16.7,48.3,LI,1.3,M,,FALSE,41.98925115,-72.13006273
,405,d,4214,,TSCA,116.5,83.4,48.3,LI,1.3,M,,FALSE,41.9897677,-72.12935658
,900,a,4285,,TSCA,3.2,183,48.3,LI,,,,FALSE,41.99082676,-72.13049737
,106,d,1291,,QURU,130.3,29.6,48.2,LI,1.3,M,,FALSE,41.98926966,-72.12930519
,300,b,3507,,TSCA,7.6,75.4,48.1,LI,1.3,M,,FALSE,41.98986692,-72.13067102
,300,b,3508,,TSCA,7.7,74,48.1,LI,1.3,M,,FALSE,41.98985436,-72.13067277
,501,a,3625,,PIST,21.2,103.9,48,LI,1.3,M,,FALSE,41.99009809,-72.13044908
,802,d,6313,,ACRU,58.3,169.1,48,LI,1.5,"A,M",has irregular bole where measured,FALSE,41.9906176,-72.12987
,501,c,1314,,BELE,38,115,47.9,LI,1.3,M,,FALSE,41.99017016,-72.13022557
,408,c,7379,,TSCA,172.2,90.3,47.9,LI,,M,,FALSE,41.98974181,-72.12867837
,400,a,3453,,TSCA,2.3,81.3,47.8,LI,1.3,M,,FALSE,41.98992745,-72.13072178
,904,a,7214,,TSCA,85.8,188.3,47.8,LI,1.3,M,,FALSE,41.9907447,-72.12950197
3,4,b,3161,,ACRU,86.9,14,47.7,LI,1.3,M,,FALSE,41.98919928,-72.12985511
,902,c,6387,,TSCA,58.6,194.7,47.7,LI,1.3,M,,FALSE,41.99084386,-72.12981264
,303,c,3589,,QURU,79.5,73.6,47.6,LI,,M,,FALSE,41.98973869,-72.12981806
,405,a,4201,,PIST,102.2,83.9,47.6,LI,1.3,M,,FALSE,41.98979446,-72.12952592
,205,c,1979,,TSCA,114.6,58,47.5,LI,,,,FALSE,41.98954571,-72.12943259
2,1,a,3049,,TSCA,22.3,3.5,47.5,LI,1.3,M,,FALSE,41.98920717,-72.13064693
,901,d,6716,,TSCA,39.2,180.9,47.5,LI,,M,,FALSE,41.99075194,-72.1300728
,204,d,1566,,PIST,91.8,45.6,47.4,LI,,,,FALSE,41.98947149,-72.12973033
6,1,c,3072,,,35.5,20,47.4,LI,1.3,M,,FALSE,41.98933269,-72.13045497
1,103,a,3363,,TSCA,67,21.3,47.4,LI,1.3,M,,FALSE,41.98929501,-72.13007689
,205,b,1270,,TSCA,105.3,54.7,47.2,LI,1.3,M,,FALSE,41.989531,-72.12955034
2,3,a,3132,,TSCA,67.8,5.5,47.2,,1.3,M,,FALSE,41.98915383,-72.13010056
,700,d,1853,,PIST,18.5,155.1,47.1,LI,1.3,M,,FALSE,41.99055576,-72.13037367
,1,d,3067,,TSCA,38.6,7.8,47.1,LI,1.3,M,,FALSE,41.9892198,-72.13044367
4,2,c,3099,,QURU,57.2,15.7,47.1,LI,1.3,M,,FALSE,41.98926072,-72.13020544
,309,c,4774,,BELE,193.1,73.9,47.1,LI,,M,,FALSE,41.98956392,-72.1284638
,304,b,1522,,PIST,83.5,77.3,47,LI,1.3,M,,FALSE,41.98976521,-72.12976262
,104,b,1531,,TSCA,84.3,34,47,LI,1.3,M,,FALSE,41.98938047,-72.12984407
,206,a,1944,,TSCA,123,46,47,LI,1.3,M,,FALSE,41.98942631,-72.12935772
,602,d,1812,,TSCA,59.2,123.9,46.9,LI,,,,FALSE,41.99021588,-72.12995425
,504,b,1527,,TSCA,88.9,118.2,46.8,LI,1.3,"I,M",Two trees fused,FALSE,41.99011901,-72.12961233
,1,a,3041,,TSCA,20.5,5.7,46.8,LI,1.3,M,,FALSE,41.98922947,-72.13066375
,700,c,4794,,TSCA,13.3,159.6,46.7,,,,,FALSE,41.99060374,-72.13042618
,105,a,1375,,QURU,104.7,23.8,46.6,LI,2.7,"M,A,P",,FALSE,41.98925827,-72.12962242
,4,c,1139,,ACRU,93.5,15.9,46.5,LI,1.3,M,,FALSE,41.9892058,-72.12977248
,404,c,1236,,QURU,95.8,94.1,46.5,LI,,,,FALSE,41.98989479,-72.12958075
,303,b,3530,,TSCA,63.2,77,46.5,LI,1.2,M,,FALSE,41.98979426,-72.13000514
,500,c,1210,,TSCA,17.1,105.7,46.4,LI,1.3,M,,FALSE,41.99012044,-72.13049415
,900,b,5726,,TSCA,3.5,199.8,46.4,LI,,,,FALSE,41.99097508,-72.13045849
,602,d,1833,,TSCA,51.8,129.2,46.3,LI,,,,FALSE,41.99027437,-72.1300313
4,3,c,3101,,TSCA,73,19.9,46.3,LI,1.3,M,,FALSE,41.98927324,-72.13000834
3,2,d,3104,,QURU,50.1,0.5,46.3,LI,1.3,M,,FALSE,41.98913719,-72.13032197
13,103,b,3334,,TSCA,60.1,39.1,46.3,LI,1.3,M,,FALSE,41.98946343,-72.13012171
,602,a,1870,,TSCA,47.7,123.1,46.2,LI,,M,,FALSE,41.99022675,-72.13009297
,402,c,1082,,TSCA,53,92.3,46.1,LI,,,,FALSE,41.98994569,-72.13009453
,403,c,1113,,TSCA,78.5,87.8,46.1,LI,1.3,M,,FALSE,41.98986601,-72.12980013
1,103,c,3325,,TSCA,71.6,39.9,46.1,LI,1.3,M,,FALSE,41.98945256,-72.129983
,901,d,6356,,QURU,24.8,199.8,46.1,LI,,M,,FALSE,41.99094182,-72.13020468
,503,c,1311,,TSCA,72.6,116,46,LI,,,,FALSE,41.99012498,-72.12981118
,407,a,4226,,QUVE,148.3,85.1,46,LI,,,,FALSE,41.98973309,-72.12897409
,402,b,1034,,TSCA,43,97.1,45.9,LI,1.3,M,,FALSE,41.99000382,-72.1302036
,702,b,4215,,TSCA,46.2,157.9,45.9,LI,1.3,M,,FALSE,41.9905373,-72.13003772
,702,b,4240,,TSCA,40.8,158.9,45.9,LI,1.3,M,,FALSE,41.99055459,-72.13009996
,307,b,4732,,PIST,143.6,71.8,45.9,,,M,,FALSE,41.98962263,-72.12905804
,403,a,1035,,TSCA,60.4,87.9,45.8,LI,1.3,M,,FALSE,41.98989517,-72.1300156
,502,d,1265,,TSCA,58.4,103.1,45.8,LI,,,,FALSE,41.99003291,-72.13000749
,204,c,1553,,QURU,97.2,51.6,45.8,LI,,,,FALSE,41.9895162,-72.12965337
9,3,b,3110,,TSCA,65.1,10.9,45.8,LI,1.3,M,,FALSE,41.98920587,-72.13012139
,200,b,3389,,TSCA,8.9,56.1,45.8,LI,1.3,M,,FALSE,41.98969396,-72.13069608
,800,b,4294,,PIST,0.4,164.5,45.6,LI,,,,FALSE,41.99066728,-72.1305696
,400,c,1050,,TSCA,10.3,84.6,45.5,LI,1.3,M,,FALSE,41.98994418,-72.13061952
,504,c,1285,,TSCA,97.6,113,45.4,LI,1.3,M,,FALSE,41.99005937,-72.12951959
,105,b,1953,,TSCA,100.2,34.4,45.4,LI,1.3,M,,FALSE,41.98935918,-72.12965377
,200,b,3397,,TSCA,,,45.3,LI,1.3,M,,FALSE,#DIV/0!,#DIV/0!
,604,a,4128,,FAGR,83.3,123.6,45.3,LI,1.3,"M,Q",,FALSE,41.99017558,-72.12966771
,405,b,4168,,TSCA,107.8,97.4,45.3,LI,1.3,M,,FALSE,41.98990528,-72.12943083
,804,b,6371,,ACRU,88.9,175.7,45.3,LI,,,,FALSE,41.99062826,-72.12949151
,404,b,1222,,QURU,99.5,85.5,45.2,LI,1.3,M,,FALSE,41.98981285,-72.12955473
,301,a,3521,,TSCA,22.8,65.5,45.1,LI,1.3,M,,FALSE,41.9897555,-72.1305107
,301,a,3521,,TSCA,22.8,65.5,45.1,LI,1.3,M,,FALSE,41.9897555,-72.1305107
1,100,c,3279,,TSCA,37.5,,45,LI,1.3,M,,FALSE,#DIV/0!,#DIV/0!
,700,c,4770,,ACRU,10.3,157,45,,,,,FALSE,41.9905854,-72.13046739
,700,d,4791,,TSCA,10.6,146.9,45,LI,,,,FALSE,41.99049548,-72.13048504
8,100,c,3240,,TSCA,19.4,38.1,44.9,LI,,M,,FALSE,41.98951814,-72.13060878
,801,c,5788,,TSCA,34.1,170.7,44.9,LI,,,,FALSE,41.99066956,-72.13015501
,402,c,1081,,QURU,55.6,93.2,44.8,LI,,,,FALSE,41.9899496,-72.13006166
,403,c,1098,,TSCA,73.9,94,44.8,LI,1.3,M,,FALSE,41.98992811,-72.12984192
,901,b,6346,,TSCA,36.6,183.2,44.8,LI,,M,,FALSE,41.99077637,-72.13009895
,203,c,1134,,QURU,75.1,52.1,44.7,LI,,M,,FALSE,41.98955514,-72.12991566
,2,d,3096,,QURU,57.7,5.3,44.7,LI,1.3,M,,FALSE,41.98916783,-72.13022133
,809,b,7246,,TSCA,188.5,172.6,44.7,LI,1.3,M,,FALSE,41.99044525,-72.1283112
,200,b,3397,,TSCA,7,56.6,44.6,LI,1.3,M,,FALSE,41.98970135,-72.13071767
,604,a,4229,,BEAL,87.7,121.6,44.5,LI,1.3,M,,FALSE,41.990151,-72.12961949
,904,a,7207,,TSCA,84.6,185.2,44.5,LI,1.3,M,,FALSE,41.99071912,-72.12952278
,802,a,6302,,QUAL,43.5,164.4,44.4,LI,0.4,"M,A",,FALSE,41.99059909,-72.13005623
,400,c,1039,,TSCA,13,98.2,44.3,LI,1.3,M,,FALSE,41.99006041,-72.13055877
,302,d,3578,,TSCA,51.8,63,44.2,LI,,,,FALSE,41.98968807,-72.13017039
,308,c,4278,,QUVE,177.6,74.7,44.2,LI,,M,,FALSE,41.98959521,-72.12864681
,802,b,6306,,QURU,42.2,178.6,44.1,LI,,M,,FALSE,41.99072688,-72.13004189
5,4,a,3156,,TSCA,84.8,0.8,44,,,M,,FALSE,41.98908565,-72.12990787
,300,d,3447,,TSCA,11.6,67.2,44,LI,,,,FALSE,41.98978805,-72.13064058
,408,d,7150,,QUVE,177.6,84.6,44,LI,,M,,FALSE,41.98968289,-72.12862601
,405,a,4204,,PIST,100.4,87.4,43.9,LI,,,,FALSE,41.98982827,-72.12954002
,801,c,5787,,TSCA,30.1,175.5,43.7,LI,,,,FALSE,41.99071832,-72.13019258
,504,a,1515,,TSCA,84.8,105.6,43.6,LI,1.3,M,,FALSE,41.99001382,-72.12968766
,602,d,1500,,TSCA,51.7,120.9,43.5,LI,,,,FALSE,41.99020102,-72.13004993
,800,b,4291,,TSCA,1.1,160.9,43.5,LI,,,,FALSE,41.99063431,-72.13056882
,704,a,5100,,TSCA,84.3,,43.5,LI,1.3,M,,FALSE,#DIV/0!,#DIV/0!
,106,b,1947,,TSCA,122.3,32.6,43.4,LI,1.3,M,,FALSE,41.98930872,-72.12939421
,503,d,1405,,TSCA,78.6,104.4,43.3,LI,,,,FALSE,41.99001288,-72.12976406
6,102,a,3316,,TSCA,24,45.3,43.2,LI,1.3,M,,FALSE,41.98957472,-72.13053884
,900,a,4112,,PIST,6,186.8,43.2,LI,,,,FALSE,41.99085604,-72.13045602
,703,d,4261,,TSCA,72.8,155,43.2,LI,,M,,FALSE,41.99047008,-72.12972685
,105,b,1583,,TSCA,108.2,35.6,43.1,LI,1.3,M,,FALSE,41.98935732,-72.12955592
,704,c,4108,,ACRU,97.6,153.7,43.1,LI,1.3,M,,FALSE,41.99041983,-72.12943407
2,600,,1926,,ACRU,0.2,137.9,43,LI,,M,,FALSE,41.99043201,-72.13062788
,600,c,1945,,TSCA,19,135.9,43,LI,,M,,FALSE,41.99038494,-72.13040806
12,103,b,3335,,TSCA,60.7,36.3,43,LI,1.3,M,,FALSE,41.9894377,-72.13012045
,300,c,3457,,TSCA,30.8,71.5,43,LI,,M,,FALSE,41.98979615,-72.13040277
,407,a,4166,,QUVE,144.2,88.9,43,LI,,,,FALSE,41.98977314,-72.12901496
,704,a,5100,,TSCA,84.5,145,42.9,LI,1.3,M,,FALSE,41.99036324,-72.12960845
