Date,Researcher Initials,Analyzer,Tree Tag,Species Code,Species,DBH (cm),Air Temp (°F),Soil Temp (°C),Stem Temp (°C),VWC 1 (%),VWC 2 (%),VWC 3 (%),Chamber ID,Flux Start (System) Time,Flux Start (Real) Time,Flux End (System) Time,Bark Missing,Visible fungus,Wounding/Holes,Moss/Lichen Cover,Water Table Above Ground,Species Specific Infections/Pests,Bole Damage (1-3),Notes,date_parts,month,day,year,date_clean,start_time_raw,start_time_clean,datetime_start,end_time_raw,end_time_clean,datetime_end,obs_length_seconds,UniqueID,air_temp_F,air_temp_C,stem_temp_C,vwc_1_raw,vwc_2_raw,vwc_3_raw,vwc_1,vwc_2,vwc_3,vwc_mean,analyzer_clean,chamber_series,surface_area_cm2,chamber_volume_cm3,analyzer_cell_volume_cm3,tubing_volume_cm3,filter_volume_cm3,total_system_volume_cm3,total_system_volume_L,start.time,Area,Vtot,Tcham,Pcham,obs.length,CO2_LM.flux,CO2_LM.C0,CO2_LM.Ct,CO2_LM.slope,CO2_LM.MAE,CO2_LM.RMSE,CO2_LM.AICc,CO2_LM.SE,CO2_LM.se.rel,CO2_LM.r2,CO2_LM.p.val,CO2_HM.flux,CO2_HM.C0,CO2_HM.Ci,CO2_HM.slope,CO2_HM.MAE,CO2_HM.RMSE,CO2_HM.AICc,CO2_HM.SE,CO2_HM.se.rel,CO2_HM.r2,CO2_HM.k,CO2_C0,CO2_Ct,CO2_MDF,CO2_prec,CO2_flux.term,CO2_nb.obs,CO2_k.max,CO2_k.mult,CO2_g.fact,CO2_HM.diagnose,CO2_LM.diagnose,CO2_best.flux,CO2_model,CO2_quality.check,CO2_HM.score,CO2_LM.score,CO2_RMSE.lim,CO2_MAE.lim,CO2_SE.lim,CO2_g.limit,CO2_g.reverse,CO2_k.ratio.lim,CO2_p.val.lim,CO2_MDF.lim,CO2_warn.nb.obs,CH4_LM.flux,CH4_LM.C0,CH4_LM.Ct,CH4_LM.slope,CH4_LM.MAE,CH4_LM.RMSE,CH4_LM.AICc,CH4_LM.SE,CH4_LM.se.rel,CH4_LM.r2,CH4_LM.p.val,CH4_HM.flux,CH4_HM.C0,CH4_HM.Ci,CH4_HM.slope,CH4_HM.MAE,CH4_HM.RMSE,CH4_HM.AICc,CH4_HM.SE,CH4_HM.se.rel,CH4_HM.r2,CH4_HM.k,CH4_C0,CH4_Ct,CH4_MDF,CH4_prec,CH4_flux.term,CH4_nb.obs,CH4_k.max,CH4_k.mult,CH4_g.fact,CH4_HM.diagnose,CH4_LM.diagnose,CH4_best.flux,CH4_model,CH4_quality.check,CH4_HM.score,CH4_LM.score,CH4_RMSE.lim,CH4_MAE.lim,CH4_SE.lim,CH4_g.limit,CH4_g.reverse,CH4_k.ratio.lim,CH4_p.val.lim,CH4_MDF.lim,CH4_warn.nb.obs
6/12/23,"NW, LG, PK, JG",LGR3,853,PIST,white pine,50.8,73,13,21.8,10.1,NA,NA,D8,11:54:45,NA,12:04:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,2023,2023-06-12,11:54:45,11:54:45,2023-06-12T11:54:45.000000Z,12:04:45,12:04:45,2023-06-12T12:04:45.000000Z,600,20230612_853_115445,73,22.77777777777778,21.8,10.1,NA,NA,10.1,NA,NA,10.1,LGR,D,462.19,2289.644,70,29,0,2388.644,2.388644,2023-06-12T11:54:45.000000Z,462.19,2.388644,22.77777777777778,101.325,600,1.184160616048629,639.9171307973704,991.7589386706675,0.5693233137108367,2.5759660532097532,3.2132072217117593,3228.4540723311097,0.0014990899783085593,0.12659515592663462,0.9990041531485173,0,1.3258068319803238,633.0866048915212,2355.65859903673,0.6374242891493928,0.9042024755953325,1.1369452117139114,1935.9800408097406,0.002304370904184067,0.17380894777424605,0.9998753207561278,3.700421760692224e-4,630.723,984.109,0.0011760588101205234,0.35,2.0799440098988686,623,1.6266380391738189,1,1.1196174015686717,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.3258068319803238,HM,,0,4,0.35,0.35,0.014022453903762567,2,0.5,1,0.05,0.0012,60,-0.02019852531369997,2025.8138898451518,2019.8124356788574,-0.009711090883971471,1.461077968305457,1.840063630839731,2533.8471752255964,8.584634473006121e-4,-4.250129323640997,0.47045781238576534,5.271581157962056e-88,-0.036015778535294564,2026.4982125816414,2017.8507850899532,-0.017315744252676173,1.4517540002849396,1.8223502691095605,2523.8204100165244,0.005249096658212925,-14.574436182377514,0.48060400954974947,0.0020024156628453836,2025.62,2019.9099999999999,0.0030241512260242034,0.9,2.0799440098988686,623,0.010790100982190522,1,1.7830895065822598,Noise (HM.RMSE) | Noise (HM.MAE) | Intercept (HM),Noise (LM.RMSE) | Noise (LM.MAE),-0.036015778535294564,HM,Intercept (HM),0,4,0.9,0.9,0.03605773860967518,2,0.5,1,0.05,0.003,60
6/12/23,"NW, LG, PK, JG",LGR3,970,ACRU,red maple,29.1,73.9,13.1,21.7,7.2,NA,NA,D8,12:15:00,NA,12:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,2023,2023-06-12,12:15:00,12:15:00,2023-06-12T12:15:00.000000Z,12:25:00,12:25:00,2023-06-12T12:25:00.000000Z,600,20230612_970_121500,73.9,23.277777777777786,21.7,7.2,NA,NA,7.2,NA,NA,7.2,LGR,D,462.19,2289.644,70,29,0,2388.644,2.388644,2023-06-12T12:15:00.000000Z,462.19,2.388644,23.277777777777786,101.325,600,0.9485182966891746,848.9456632683584,1177.6999749810295,0.45596991915765744,3.0826410437145326,3.6696227686753753,3954.06102893536,0.001361235625623093,0.14351179417144802,0.9985090393646521,0,1.0786457375756038,841.6307675998479,2276.8594131313093,0.5185245360883854,1.5206300333596228,1.8482345425533615,2960.2174695713948,0.003020270978278422,0.28000583259772327,0.9996217860884011,3.612835750615729e-4,841.265,1171.88,0.0010084174837907446,0.35,2.080221209419765,726,1.3027711975933072,1,1.1371902274744115,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.0786457375756038,HM,,0,4,0.35,0.35,0.012989718332941096,2,0.5,1,0.05,0.001,60,0.027369773935844156,2040.2311095124744,2049.717411699177,0.013157145890017338,1.4765511727462675,1.8430035243482557,2954.079841305615,6.836566627248588e-4,2.497852793111764,0.6884067962628644,1.0338154312577617e-185,0.036558205264698565,2039.734788800956,2060.9055883238493,0.017574191196183277,1.4616104393445382,1.8344569868846208,2949.3530765023484,0.00338508764840841,9.259447021260444,0.6912899902513785,8.30114667005336e-4,2038.4799999999998,2048.27,0.0025930735297476294,0.9,2.080221209419765,726,0.014619050988908153,1,1.3357145495754719,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.036558205264698565,HM,Intercept,0,4,0.9,0.9,0.03340213285613425,2,0.5,1,0.05,0.0026,60
6/12/23,"NW, LG, PK, JG",LGR3,8833,QURU,red oak,55.6,74.8,12.8,20.5,13.6,NA,NA,D8,12:38:00,NA,12:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,2023,2023-06-12,12:38:00,12:38:00,2023-06-12T12:38:00.000000Z,12:48:00,12:48:00,2023-06-12T12:48:00.000000Z,600,20230612_8833_123800,74.8,23.77777777777778,20.5,13.6,NA,NA,13.6,NA,NA,13.6,LGR,D,462.19,2289.644,70,29,0,2388.644,2.388644,2023-06-12T12:38:00.000000Z,462.19,2.388644,23.77777777777778,101.325,600,1.603464215620025,643.3043330796546,1083.026641882352,0.7727984337481499,4.033003602786027,4.635534864097049,3395.7303657203674,0.002439173152473809,0.15211896397267796,0.998675820107855,0,1.8252317977335966,633.4670460250272,2540.2064154657783,0.879680544645282,1.2555781835350577,1.5637621287469254,2150.2762656170917,0.0036144826640122363,0.1980286924926667,0.9998493085306641,4.613533232406553e-4,635.503,1072.66,0.0012740492828352018,0.35,2.074880260617329,574,2.2079955249947143,1,1.1383052892314276,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.8252317977335966,HM,,0,4,0.35,0.35,0.014608717744769439,2,0.5,1,0.05,0.0013,60,0.009119254853252264,2041.7602813116555,2044.2610791215284,0.004395075237035152,1.2325572812536232,1.5232133271717367,2118.0873517570353,8.014999697022703e-4,8.78909497102634,0.18312398373244665,3.518958873321718e-27,0.009199302697965994,2041.7565149045176,2176.0158663494076,0.0044336547378541116,1.232560366258733,1.5232314710252075,2120.129219658011,0.0032174296498878557,34.974712274651466,0.1831047454482878,3.302306089028007e-5,2039.78,2043.5599999999997,0.0032761267272905193,0.9,2.074880260617329,574,0.004883416930039058,1,1.0087778931504674,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.009199302697965994,HM,AICc | Intercept,1,3,0.9,0.9,0.037565274200835705,2,0.5,1,0.05,0.0033,60
6/12/23,"NW, LG, PK, JG",LGR3,7397,QURU,red oak,39.1,79,12.8,22.1,11.6,NA,NA,D8,12:53:00,NA,13:03:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,2023,2023-06-12,12:53:00,12:53:00,2023-06-12T12:53:00.000000Z,13:03:00,13:03:00,2023-06-12T13:03:00.000000Z,600,20230612_7397_125300,79,26.11111111111111,22.1,11.6,NA,NA,11.6,NA,NA,11.6,LGR,D,462.19,2289.644,70,29,0,2388.644,2.388644,2023-06-12T12:53:00.000000Z,462.19,2.388644,26.11111111111111,101.325,600,1.5169825597718558,656.460477877797,1143.9830272986173,0.7353281288398498,2.7656521160212297,3.291121505674001,3487.9988744811662,0.0013747346702012205,0.09062297132855447,0.9994533445950636,0,1.6490464951774872,649.5085102544797,3797.5049726576267,0.7993435823356727,0.990395199744499,1.2215427634459906,2167.8773294210873,0.0021724309193056294,0.1317386092908078,0.9999246916444904,2.539213724927322e-4,650.965,1138.28,0.001087425150383053,0.35,2.063000856726706,667,2.1009375109709993,1,1.087056989913907,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.6490464951774872,HM,,0,4,0.35,0.35,0.01355205412159141,2,0.5,1,0.05,0.0011,60,0.0024364130039042564,2018.7055731124058,2019.4885790022586,0.0011810043587524393,1.2045834479420041,1.5220800689051832,2459.284075295775,6.357882071320522e-4,26.09525585823202,0.020134472719928298,1.3909169272116056e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.1000000000001,2021.21,0.0027962361009849935,0.9,2.063000856726706,667,0.0013122270652804878,1,NA,HM.flux is NA,NA,0.0024364130039042564,LM,HM.flux is NA,NA,NA,0.9,0.9,0.03484813916980649,2,0.5,1,0.05,0.0028,60
6/12/23,"NW, LG, PK, JG",LGR3,"untagged, forked",BELE,black birch,39.5,77.6,12.5,21.8,9.2,NA,NA,D8,13:14:00,NA,13:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,2023,2023-06-12,13:14:00,13:14:00,2023-06-12T13:14:00.000000Z,13:24:00,13:24:00,2023-06-12T13:24:00.000000Z,600,"20230612_untagged, forked_131400",77.6,25.33333333333333,21.8,9.2,NA,NA,9.2,NA,NA,9.2,LGR,D,462.19,2289.644,70,29,0,2388.644,2.388644,2023-06-12T13:14:00.000000Z,462.19,2.388644,25.33333333333333,101.325,600,2.149491014568718,653.7325427392991,1353.9426065766195,1.040431001244161,5.714089027805067,6.874073362791144,4544.154549119957,0.002805952715565811,0.13054033241115026,0.9988476666315508,0,2.438237762662113,638.4970088150154,3747.487817049605,1.1801948179750181,1.3362926793133638,1.6411726971161578,2603.917464115025,0.0029419803445534004,0.12066010910032382,0.9999343161834953,3.796070463923888e-4,636.07,1337.78,0.0010728289828476254,0.35,2.065962098397999,678,2.9726600035547466,1,1.134332614621946,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),2.438237762662113,HM,,0,4,0.35,0.35,0.01344166902124495,2,0.5,1,0.05,0.0011,60,0.05666617303385125,2013.4388893546334,2031.8982475787527,0.027428466900623047,1.382433103144306,1.7112650774707743,2658.604083091237,6.985274433021717e-4,1.2327062264905118,0.9067085975243915,0,0.056885517049275414,2013.4264004018266,3956.712259928316,0.027534637297260165,1.3840381208372363,1.7131537444666711,2662.1236575066077,0.0028040692893992747,4.929320211628439,0.9065043332513414,1.4169113186450803e-5,2012.8200000000002,2032.67,0.0027587030987510372,0.9,2.065962098397999,678,0.030476074334025605,1,1.003870810462057,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.056885517049275414,HM,AICc,1,3,0.9,0.9,0.03456429176891559,2,0.5,1,0.05,0.0028,60
6/12/23,"NW, LG, PK, JG",LGR3,8835,TSCA,hemlock,50.2,75.2,13,21.8,6.6,NA,NA,D8,13:37:00,NA,13:47:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,2023,2023-06-12,13:37:00,13:37:00,2023-06-12T13:37:00.000000Z,13:47:00,13:47:00,2023-06-12T13:47:00.000000Z,600,20230612_8835_133700,75.2,24,21.8,6.6,NA,NA,6.6,NA,NA,6.6,LGR,D,462.19,2289.644,70,29,0,2388.644,2.388644,2023-06-12T13:37:00.000000Z,462.19,2.388644,24,101.325,600,1.2285528764941804,555.2132130677697,876.6122887555332,0.5929872245161688,2.0705909922772303,2.651221765103268,2620.247628988827,0.0015016735590748702,0.12223108893449272,0.9991864071050336,0,1.3531916576954583,549.9145609474813,2360.6912993688884,0.6531467881342463,0.9357736563287488,1.2403373159290891,1792.7534571988601,0.00300979330042727,0.2224218042810782,0.9998219284028338,3.606997893642285e-4,545.645,871.449,0.0013354164785425358,0.35,2.07180327956742,546,1.6942492129033395,1,1.101451702719503,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.3531916576954583,HM,,0,4,0.35,0.35,0.01497861723788195,2,0.5,1,0.05,0.0013,60,0.004381304684465696,2029.5036791442124,2030.6498628395468,0.0021147300651925246,1.249065996022807,1.60648998245363,2073.1895757030766,9.09928984939253e-4,20.768447995992766,0.03911283787159192,1.9105377850828355e-6,0.009350276328392644,2029.2427053999058,2031.163422926215,0.004513110110697829,1.2374512757915117,1.5919698216560116,2065.3043824608767,0.005620097526797177,60.106218569513636,0.05640417867132519,0.002349700072436138,2029.44,2030.29,0.0034339280876808068,0.9,2.07180327956742,546,0.002349700072436138,1,2.134130584787878,Noise (HM.RMSE) | Noise (HM.MAE) | Exaggerated curvature (g-fact) | Intercept (HM),Noise (LM.RMSE) | Noise (LM.MAE),0.004381304684465696,LM,g-fact. > 2 | Intercept (HM),0,4,0.9,0.9,0.03851644432598216,2,0.5,1,0.05,0.0034,60
6/12/23,"NW, LG, PK, JG",LGR3,4783,QURU,red oak,56.9,75.7,13.2,20.3,9.8,NA,NA,D8,14:01:00,NA,14:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,2023,2023-06-12,14:01:00,14:01:00,2023-06-12T14:01:00.000000Z,14:11:00,14:11:00,2023-06-12T14:11:00.000000Z,600,20230612_4783_140100,75.7,24.27777777777778,20.3,9.8,NA,NA,9.8,NA,NA,9.8,LGR,D,462.19,2289.644,70,29,0,2388.644,2.388644,2023-06-12T14:01:00.000000Z,462.19,2.388644,24.27777777777778,101.325,600,1.5014643641864822,681.5443776455885,977.600988239813,0.7256289475348638,4.953370610754396,6.089503127933904,2657.424097301814,0.005276756080788529,0.3514406473208281,0.9949615192621887,0,1.9316986289693614,668.1335924417683,1405.0706176455851,0.9335529210865016,1.759465076977547,2.24947267949067,1840.8579638537,0.009410615824057774,0.48716790926536585,0.9993124610087638,0.0012668014893515577,665.901,967.345,0.0017707007274986395,0.35,2.069190278705553,411,2.0732255643853255,1,1.2865431075455374,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.9316986289693614,HM,,0,4,0.35,0.35,0.01726422682834465,2,0.5,1,0.05,0.0018,60,0.01446111250847055,2010.5533100969903,2013.4047317203062,0.006988778488519264,1.1739685818159384,1.4642608453581845,1485.8966131348477,0.0012688305034545366,8.774086383128015,0.23918542135670262,2.5476460306385647e-26,0.04830235742497173,2009.7044126685178,2013.1460989194727,0.023343603496527532,1.1328887329314206,1.431088853360874,1469.1000518060853,0.01229677771065741,25.457924553181595,0.273266592025047,0.0067826064883312704,2009.64,2014.36,0.004553230442139359,0.9,2.069190278705553,411,0.0077653094316880705,1,3.340155012048954,Noise (HM.RMSE) | Noise (HM.MAE) | Exaggerated curvature (g-fact),Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),0.01446111250847055,LM,g-fact. > 2 | Intercept (LM),0,4,0.9,0.9,0.04439372613002911,2,0.5,1,0.05,0.0046,60
6/12/23,"NW, LG, PK, JG",LGR3,1641,ACRU,red maple,41.9,76,13.1,20.7,30.9,NA,NA,D8,15:15:00,NA,15:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,2023,2023-06-12,15:15:00,15:15:00,2023-06-12T15:15:00.000000Z,15:18:00,15:18:00,2023-06-12T15:18:00.000000Z,180,20230612_1641_151500,76,24.444444444444443,20.7,30.9,NA,NA,30.9,NA,NA,30.9,LGR,D,462.19,2289.644,70,29,0,2388.644,2.388644,2023-06-12T15:15:00.000000Z,462.19,2.388644,24.444444444444443,101.325,180,0.9176005728886841,668.0770893387104,785.6053038810161,0.44350269638605927,1.0008259256723195,1.2255873598285452,875.6751935700332,0.002019881506219084,0.2201264434546206,0.9987078991176174,0,1.013648241246656,666.0948017530424,1309.2345621665509,0.48992529152923175,0.6760548713567254,0.841520239058097,676.2189100953401,0.005939623762067936,0.5859649847330636,0.9993908321035809,7.617711136600121e-4,665.836,784.655,0.00272234911916419,0.35,2.0689853305647845,268,1.2671505611030265,1,1.1046726333829606,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.013648241246656,HM,,0,4,0.35,0.35,0.021379652762353412,2,0.5,1,0.05,0.0027,60,3.278698596451366,2391.956646854834,2811.8992705284563,1.5846891459381967,2.2291759529873465,2.7505669116680442,1308.970536398304,0.004533189080273837,0.1382618422193563,0.9994898530456686,0,3.4498105958639713,2388.389374543322,6693.437408523964,1.6673924869840686,1.73374973341962,2.220227135222631,1196.2218390967082,0.015110025214294387,0.43799579120111753,0.9996676117353921,3.873110064796007e-4,2387.81,2807.94,0.007000326306422203,0.9,2.0689853305647845,268,1.7607657177091076,1,1.0521889995005351,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),3.4498105958639713,HM,,0,4,0.9,0.9,0.05497624996033735,2,0.5,1,0.05,0.007,60
6/12/23,"NW, LG, PK, JG",LGR3,1830,ACRU,red maple (on edge of swamp and dry land),36.5,76,14,21.7,51.3,NA,NA,D8,15:24:45,NA,15:31:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,2023,2023-06-12,15:24:45,15:24:45,2023-06-12T15:24:45.000000Z,15:31:00,15:31:00,2023-06-12T15:31:00.000000Z,375,20230612_1830_152445,76,24.444444444444443,21.7,51.3,NA,NA,51.3,NA,NA,51.3,LGR,D,462.19,2289.644,70,29,0,2388.644,2.388644,2023-06-12T15:24:45.000000Z,462.19,2.388644,24.444444444444443,101.325,375,1.230498530364831,518.755491978361,745.1567287456676,0.5942289678931931,5.932213329941132,6.680679796784597,2554.4087181336913,0.0064181539716959,0.5215897307730208,0.9896874333429025,0,1.731994052026087,504.4338457189203,954.7129378236274,0.8364098067044932,1.9798000094332606,2.7547659937900884,1876.089694601191,0.013666397954422036,0.7890557094255075,0.9982465439621911,0.0018575364065760262,511.707,726.827,0.0018972823277892765,0.35,2.070748140615725,384,1.697797051123409,1,1.4075547506038608,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.731994052026087,HM,,0,4,0.35,0.35,0.01786086270779401,2,0.5,1,0.05,0.0019,60,1.7581112845231321,2104.9504041845576,2428.4278886091674,0.8490222688309975,4.076709421519452,4.970044767083606,2327.2413062985506,0.004774740525165831,0.2715835207474324,0.9971830201578459,0,2.091154200669326,2095.095257995585,3185.8469570616326,1.0098544384289696,1.9868992190349684,2.4905524302204776,1798.6538252622047,0.010892666626236579,0.5208925588916451,0.9992926171676633,9.258334773107887e-4,2099.24,2412.4900000000002,0.004878725985743854,0.9,2.070748140615725,384,0.9433580764788861,1,1.1894322157408415,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),2.091154200669326,HM,,0,4,0.9,0.9,0.0459279326771846,2,0.5,1,0.05,0.0049,60
6/12/23,"NW, LG, PK, JG",LGR3,1640,TSCA,hemlock,40.1,75.9,12.8,21.7,5.4,NA,NA,D8,15:45:45,NA,15:50:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,2023,2023-06-12,15:45:45,15:45:45,2023-06-12T15:45:45.000000Z,15:50:45,15:50:45,2023-06-12T15:50:45.000000Z,300,20230612_1640_154545,75.9,24.388888888888893,21.7,5.4,NA,NA,5.4,NA,NA,5.4,LGR,D,462.19,2289.644,70,29,0,2388.644,2.388644,2023-06-12T15:45:45.000000Z,462.19,2.388644,24.388888888888893,101.325,300,0.9071678639572811,683.9120864452675,822.0346043068898,0.4384841836876901,1.8166905281070307,2.14729716453744,1394.558848412827,0.002737954737515904,0.3018134621273175,0.9971206903983131,0,0.9145582982601504,683.7214197458687,8608.787539179668,0.44205638755551113,1.8530153527638547,2.1987953224444796,1411.6832271219025,0.01126588739038128,1.2318391743657489,0.9969820131325017,5.5779520434725855e-5,687.299,824.803,0.002291472692159238,0.35,2.068872487778055,318,1.2528119533934006,1,1.00814671087513,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.9071678639572811,LM,RMSE | MAE | AICc,3,1,0.35,0.35,0.01962702539322155,2,0.5,1,0.05,0.0023,60,3.715443076071948e-4,2032.9516309224798,2033.0082010869476,1.79587823706926e-4,1.3524954450397368,1.6770141825302822,1237.3428420089508,0.002138310896959274,575.5197571806013,-0.0030687222313803275,0.8621685270155935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2033.0499999999997,2031.45,0.0058923583512666125,0.9,2.068872487778055,318,1.995420263410289e-4,1,NA,HM.flux is NA,Noise (LM.RMSE) | Noise (LM.MAE) | No detect. flux (p-val.) | MDF (LM),3.715443076071948e-4,LM,HM.flux is NA,NA,NA,0.9,0.9,0.05046949386828399,2,0.5,1,0.05,0.0059,60
